filename,truthValue
frame_id_423_1.png,KA 51 AC 5637
frame_id_427_1.png,KA 51 AC 5637
frame_id_534_1.png,KA 13 C 1748
frame_id_535_1.png,KA 13 C 1748
frame_id_536_1.png,KA 13 C 1748
frame_id_537_1.png,KA 13 C 1748
frame_id_538_1.png,KA 13 C 1748
frame_id_539_1.png,KA 13 C 1748
frame_id_540_1.png,KA 13 C 1748
frame_id_546_1.png,KA 13 C 1748
frame_id_566_1.png,KA 03 AE 8621
frame_id_567_1.png,KA 03 AE 8621
frame_id_568_1.png,KA 03 AE 8621
frame_id_569_1.png,KA 03 AE 8621
frame_id_570_1.png,KA 03 AE 8621
frame_id_571_1.png,KA 03 AE 8621
frame_id_572_1.png,KA 03 AE 8621
frame_id_573_1.png,KA 03 AE 8621
frame_id_574_1.png,KA 03 AE 8621
frame_id_575_1.png,KA 03 AE 8621
frame_id_576_1.png,KA 03 AE 8621
frame_id_577_1.png,KA 03 AE 8621
frame_id_578_1.png,KA 03 AE 8621
frame_id_579_1.png,KA 03 AE 8621
frame_id_580_1.png,KA 03 AE 8621
frame_id_581_1.png,KA 03 AE 8621
frame_id_582_1.png,KA 03 AE 8621
frame_id_583_1.png,KA 03 AE 8621
frame_id_584_1.png,KA 03 AE 8621
frame_id_585_1.png,KA 03 AE 8621
frame_id_586_1.png,KA 03 AE 8621
frame_id_605_1.png,KA 51 AA 8626
frame_id_606_1.png,KA 51 AA 8626
frame_id_610_1.png,KA 51 AA 8626
frame_id_611_1.png,KA 51 AA 8626
frame_id_612_1.png,KA 51 AA 8626
frame_id_614_1.png,KA 51 AA 8626
frame_id_617_1.png,KA 51 AA 8626
frame_id_646_1.png,KA 02 AF 9928
frame_id_647_1.png,KA 02 AF 9928
frame_id_675_1.png,KA 03 MR 4877
frame_id_676_1.png,KA 03 MR 4877
frame_id_677_1.png,KA 03 MR 4877
frame_id_678_1.png,KA 03 MR 4877
frame_id_679_1.png,KA 03 MR 4877
frame_id_680_1.png,KA 03 MR 4877
frame_id_681_1.png,KA 03 MR 4877
frame_id_682_1.png,KA 03 MR 4877
frame_id_683_1.png,KA 03 MR 4877
frame_id_684_1.png,KA 03 MR 4877
frame_id_685_1.png,KA 03 MR 4877
frame_id_686_1.png,KA 03 MR 4877
frame_id_687_1.png,KA 03 MR 4877
frame_id_688_1.png,KA 03 MR 4877
frame_id_689_1.png,KA 03 MR 4877
frame_id_690_1.png,KA 03 MR 4877
frame_id_691_1.png,KA 03 MR 4877
frame_id_692_1.png,KA 03 MR 4877
frame_id_693_1.png,KA 03 MR 4877
frame_id_694_1.png,KA 03 MR 4877
frame_id_695_1.png,KA 03 MR 4877
frame_id_699_1.png,KA 51 D 2402
frame_id_700_1.png,KA 51 D 2402
frame_id_701_1.png,KA 51 D 2402
frame_id_702_1.png,KA 51 D 2402
frame_id_703_1.png,KA 11 A 9887
frame_id_704_1.png,KA 11 A 9887
frame_id_705_1.png,KA 11 A 9887
frame_id_706_1.png,KA 11 A 9887
frame_id_707_1.png,KA 11 A 9887
frame_id_708_1.png,KA 11 A 9887
frame_id_709_1.png,KA 11 A 9887
frame_id_710_1.png,KA 11 A 9887
frame_id_711_1.png,KA 11 A 9887
frame_id_712_1.png,KA 11 A 9887
frame_id_713_1.png,KA 11 A 9887
frame_id_714_1.png,KA 11 A 9887
frame_id_715_1.png,KA 11 A 9887
frame_id_716_1.png,KA 11 A 9887
frame_id_717_1.png,KA 11 A 9887
frame_id_718_1.png,KA 11 A 9887
frame_id_719_1.png,KA 11 A 9887
frame_id_720_1.png,KA 11 A 9887
frame_id_721_1.png,KA 11 A 9887
frame_id_722_1.png,KA 11 A 9887
frame_id_723_1.png,KA 11 A 9887
frame_id_724_1.png,KA 11 A 9887
frame_id_725_1.png,KA 11 A 9887
frame_id_726_1.png,KA 11 A 9887
frame_id_728_1.png,KA 11 A 9887
frame_id_729_1.png,KA 11 A 9887
frame_id_755_1.png,KA 03 MY 2885
frame_id_756_1.png,KA 03 MY 2885
frame_id_757_1.png,KA 03 MY 2885
frame_id_758_1.png,KA 03 MY 2885
frame_id_759_1.png,KA 03 MY 2885
frame_id_760_1.png,KA 03 MY 2885
frame_id_763_1.png,KA 03 MY 2885
frame_id_773_1.png,KA 41 B 0908
frame_id_774_1.png,KA 03 NB 9004
frame_id_775_1.png,KA 41 B 0908
frame_id_776_1.png,KA 41 B 0908
frame_id_777_1.png,KA 03 NB 9004
frame_id_778_1.png,KA 03 NB 9004
frame_id_781_1.png,KA 41 B 0908
frame_id_782_1.png,KA 04 MS 2031
frame_id_783_1.png,KA 04 MS 2031
frame_id_784_1.png,KA 04 MS 2031
frame_id_785_1.png,KA 04 MS 2031
frame_id_786_1.png,KA 04 MS 2031
frame_id_787_1.png,KA 04 MS 2031
frame_id_788_1.png,KA 04 MS 2031
frame_id_789_1.png,KA 04 MS 2031
frame_id_790_1.png,KA 04 MS 2031
frame_id_791_1.png,KA 04 MS 2031
frame_id_792_1.png,KA 04 MS 2031
frame_id_793_1.png,KA 04 MS 2031
frame_id_794_1.png,KA 04 MS 2031
frame_id_795_1.png,KA 41 C 2270
frame_id_795_2.png,KA 04 MS 2031
frame_id_796_1.png,KA 41 C 2270
frame_id_796_2.png,KA 04 MS 2031
frame_id_797_1.png,KA 41 C 2270
frame_id_797_2.png,KA 04 MS 2031
frame_id_799_1.png,KA 41 C 2270
frame_id_799_2.png,KA 04 MS 2031
frame_id_801_1.png,KA 41 C 2270
frame_id_801_2.png,KA 04 MS 2031
frame_id_802_1.png,KA 41 C 2270
frame_id_802_2.png,KA 04 MS 2031
frame_id_804_1.png,KA 41 C 2270
frame_id_804_2.png,KA 04 MS 2031
frame_id_807_1.png,KA 41 C 2270
frame_id_807_2.png,KA 04 MS 2031
frame_id_808_1.png,KA 41 C 2270
frame_id_809_1.png,KA 41 C 2270
frame_id_810_1.png,KA 41 C 2270
frame_id_811_1.png,KA 41 C 2270
frame_id_812_1.png,KA 41 C 2270
frame_id_817_1.png,KA 41 B 2896
frame_id_818_1.png,KA 41 B 2896
frame_id_819_1.png,KA 41 B 2896
frame_id_820_1.png,KA 41 B 2896
frame_id_821_1.png,KA 41 B 2896
frame_id_822_1.png,KA 41 B 2896
frame_id_823_1.png,KA 41 B 2896
frame_id_825_1.png,KA 41 B 2896
frame_id_828_1.png,KA 41 C 2270
frame_id_829_1.png,KA 41 C 2270
frame_id_832_1.png,KA 53 A 9800
frame_id_833_1.png,KA 53 A 9800
frame_id_834_1.png,KA 53 A 9800
frame_id_835_1.png,KA 53 A 9800
frame_id_836_1.png,KA 53 A 9800
frame_id_837_1.png,KA 53 A 9800
frame_id_848_1.png,KA 01 ME 7478
frame_id_849_1.png,KA 01 ME 7478
frame_id_855_1.png,KA 01 ME 7478
frame_id_856_1.png,KA 01 ME 7478
frame_id_862_1.png,KA 01 ME 7478
frame_id_866_1.png,KA 01 ME 7478
frame_id_868_1.png,KA 01 ME 7478
